scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
ARG45,30,male,Arunachal Pradesh,masters,68.4,874000.0,6,999,0,0,0,1,1,1,62.36,Ineligible
AZKMI,21,male,Odisha,phd,74.8,445000.0,999,32,1,0,0,1,1,1,69.92,Eligible
BVOBC,22,male,Andhra Pradesh,12th,50.8,104000.0,2,999,1,1,49,1,1,1,75.32,Eligible
AZKMI,34,female,Mizoram,phd,57.1,636000.0,999,21,1,0,0,1,1,1,62.84,Ineligible
BPVGK,15,female,Rajasthan,10th,58.6,218000.0,999,999,1,0,0,1,1,1,56.44,Eligible
BPVGK,14,female,Tripura,10th,57.2,279000.0,999,999,1,0,0,1,1,1,55.88,Ineligible
AZKMI,38,female,Telangana,phd,92.1,549000.0,999,1,1,0,0,1,1,1,81.84,Ineligible
AZKMI,26,male,Chhattisgarh,phd,70.2,567000.0,999,2,1,0,0,1,1,1,68.08,Eligible
ARG45,33,male,Andhra Pradesh,masters,85.6,591000.0,110,999,1,0,0,0,1,1,57.24,Ineligible
ARG45,26,male,Arunachal Pradesh,phd,90.3,239000.0,250,999,1,0,0,1,0,1,64.12,Borderline
ARG45,36,female,Madhya Pradesh,masters,58.8,226000.0,72,999,1,0,0,1,1,1,63.52,Eligible
ARG45,23,other,Maharashtra,masters,73.7,493000.0,85,999,1,0,0,1,1,1,59.48,Eligible
BVOBC,20,female,Tripura,12th,72.2,138000.0,2,999,1,0,0,1,1,1,83.88,Eligible
BPVGK,15,female,Telangana,10th,62.0,51000.0,999,999,1,0,0,1,1,1,62.8,Eligible
A023B,20,female,Madhya Pradesh,masters,75.3,624000.0,5,999,1,0,0,1,0,1,70.12,Ineligible
AZKMI,35,male,Nagaland,postdoc,84.3,380000.0,999,3,0,0,0,1,1,1,78.72,Ineligible
A023B,24,female,Tripura,masters,75.0,488000.0,65,999,1,0,0,1,1,1,65.0,Eligible
BVOBC,19,male,Karnataka,bachelors,86.0,69000.0,59,999,1,0,0,1,1,1,74.4,Eligible
A023B,23,other,Arunachal Pradesh,masters,76.7,377000.0,5,999,1,0,0,1,1,0,75.68,Borderline
A023B,20,male,Maharashtra,masters,64.4,737000.0,6,999,1,0,0,1,1,1,60.76,Ineligible
BVOBC,24,female,Sikkim,12th,79.0,315000.0,110,999,1,0,0,0,0,1,64.6,Ineligible
ARG45,27,male,Kerala,masters,57.8,595000.0,2,999,1,0,0,0,1,1,63.12,Ineligible
BPVGK,15,male,Mizoram,10th,82.7,95000.0,999,999,1,0,0,1,1,1,66.08,Eligible
A023B,24,female,Telangana,masters,89.0,125000.0,250,999,1,0,0,1,1,1,73.6,Ineligible
A023B,23,female,Maharashtra,bachelors,94.1,214000.0,3,999,1,0,0,1,1,1,87.64,Eligible
ARG45,22,female,Arunachal Pradesh,phd,55.5,499000.0,65,999,1,0,0,1,1,1,57.2,Eligible
BVOBC,23,female,Karnataka,bachelors,48.9,357000.0,5,999,1,0,0,1,1,1,69.56,Ineligible
BPVGK,17,female,Jharkhand,10th,66.6,188000.0,999,999,1,0,0,1,1,1,64.64,Eligible
BVOBC,20,male,Kerala,bachelors,71.1,100000.0,250,999,1,0,0,1,1,1,61.44,Eligible
BVOBC,17,female,Nagaland,bachelors,49.0,235000.0,5,999,1,0,0,1,1,1,69.6,Ineligible
AZKMI,23,male,Andhra Pradesh,postdoc,68.6,182000.0,999,2,1,0,0,1,1,1,77.44,Eligible
A023B,20,female,Maharashtra,masters,90.9,215000.0,250,999,1,0,0,1,1,1,69.36,Ineligible
AZKMI,36,female,Gujarat,masters,86.4,315000.0,999,32,0,0,0,0,1,1,84.56,Ineligible
ARG45,23,female,Mizoram,phd,82.0,665000.0,65,999,1,0,0,1,1,1,62.8,Eligible
BVOBC,18,female,Karnataka,12th,55.6,70000.0,3,999,1,0,0,1,1,1,77.24,Eligible
AZKMI,35,male,Karnataka,postdoc,52.8,906000.0,999,4,1,0,0,1,1,1,56.12,Ineligible
BVOBC,22,male,Arunachal Pradesh,12th,56.7,222000.0,95,999,1,1,58,1,1,1,62.68,Eligible
ARG45,35,female,Meghalaya,masters,94.4,466000.0,88,999,1,0,0,1,1,1,72.76,Eligible
A023B,21,female,Chhattisgarh,masters,89.8,762000.0,2,999,1,0,0,1,1,1,75.92,Ineligible
A023B,18,female,Karnataka,bachelors,91.1,578000.0,3,999,1,0,0,1,1,1,81.44,Eligible
ARG45,36,female,Madhya Pradesh,phd,71.5,239000.0,250,999,1,0,0,1,0,1,61.6,Borderline
BVOBC,21,female,Chhattisgarh,12th,45.6,175000.0,5,999,1,0,0,1,1,1,73.24,Ineligible
BVOBC,19,female,Manipur,12th,65.9,224000.0,110,999,1,0,0,1,1,1,59.36,Eligible
A023B,18,male,Tripura,bachelors,89.5,256000.0,85,999,1,0,0,1,1,1,70.8,Eligible
AZKMI,25,male,Telangana,phd,91.6,790000.0,999,14,1,0,0,0,1,1,71.64,Ineligible
AZKMI,34,female,Tripura,phd,74.5,777000.0,999,14,0,0,0,1,1,1,69.8,Ineligible
BPVGK,16,other,Nagaland,10th,53.1,48000.0,999,999,1,0,0,1,0,1,54.24,Borderline
A023B,22,female,Nagaland,masters,86.1,437000.0,1,999,1,0,0,1,1,1,79.44,Eligible
BVOBC,20,female,Arunachal Pradesh,bachelors,51.9,191000.0,72,999,1,0,0,1,1,0,65.76,Borderline
BPVGK,16,female,Sikkim,10th,92.4,141000.0,999,999,1,0,0,1,1,0,74.96,Borderline
ARG45,36,female,Meghalaya,masters,62.6,231000.0,140,999,1,0,0,1,1,1,58.04,Eligible
AZKMI,27,female,Sikkim,phd,56.5,450000.0,999,6,1,0,0,1,1,1,67.6,Eligible
BVOBC,19,male,Meghalaya,bachelors,83.7,310000.0,65,999,1,0,0,1,1,1,68.48,Ineligible
ARG45,24,female,Gujarat,phd,66.8,613000.0,65,999,1,0,0,1,1,1,56.72,Eligible
BVOBC,19,male,Manipur,bachelors,56.6,132000.0,85,999,1,0,0,1,1,1,62.64,Eligible
ARG45,35,female,Tamil Nadu,masters,85.7,168000.0,250,999,1,0,0,1,1,1,72.28,Eligible
BPVGK,15,female,Manipur,10th,66.5,142000.0,999,999,1,0,0,1,1,1,64.6,Eligible
BPVGK,14,male,Meghalaya,10th,48.7,201000.0,999,999,1,0,0,1,1,1,47.48,Ineligible
BPVGK,17,female,Tripura,10th,61.1,290000.0,999,999,1,0,0,1,1,1,57.44,Ineligible
AZKMI,21,male,Andhra Pradesh,postdoc,89.8,587000.0,999,14,1,0,0,1,1,1,75.92,Eligible
AZKMI,32,male,Maharashtra,postdoc,88.2,324000.0,999,32,0,0,0,0,1,1,80.28,Ineligible
A023B,25,other,Kerala,bachelors,89.5,632000.0,2,999,1,0,0,1,1,1,70.8,Ineligible
ARG45,30,female,Tripura,masters,50.7,715000.0,65,999,1,0,0,1,1,1,50.28,Ineligible
A023B,21,male,Madhya Pradesh,masters,58.1,796000.0,3,999,1,0,0,1,1,1,58.24,Ineligible
ARG45,31,female,Tripura,masters,64.8,830000.0,65,999,0,0,0,1,1,1,55.92,Ineligible
AZKMI,26,female,Andhra Pradesh,masters,90.1,413000.0,999,4,0,0,0,1,1,1,81.04,Ineligible
AZKMI,24,female,Odisha,postdoc,80.2,211000.0,999,8,1,0,0,1,1,1,82.08,Eligible
BVOBC,18,male,Odisha,bachelors,57.8,343000.0,250,999,1,0,0,1,1,1,51.12,Ineligible
A023B,25,male,Tripura,masters,67.5,395000.0,1,999,1,0,0,1,1,1,72.0,Eligible
BPVGK,17,female,Telangana,10th,61.5,322000.0,999,999,1,0,0,1,0,1,57.6,Ineligible
BPVGK,17,female,Chhattisgarh,10th,67.7,68000.0,999,999,1,0,0,1,1,1,65.08,Eligible
BVOBC,17,male,Tripura,12th,81.8,372000.0,78,999,1,0,0,1,1,0,67.72,Ineligible
AZKMI,38,female,Manipur,postdoc,64.3,928000.0,999,6,1,0,0,1,1,1,65.72,Ineligible
BVOBC,20,male,Nagaland,bachelors,63.2,133000.0,2,999,1,0,0,1,1,1,75.28,Eligible
ARG45,25,male,Maharashtra,masters,80.7,398000.0,78,999,1,0,0,1,1,1,67.28,Eligible
ARG45,23,female,Chhattisgarh,phd,55.5,297000.0,250,999,1,0,0,1,1,1,55.2,Eligible
ARG45,27,male,Sikkim,phd,63.9,199000.0,2,999,1,0,0,1,1,0,75.56,Borderline
BVOBC,24,female,Arunachal Pradesh,12th,50.5,374000.0,78,999,1,0,0,1,1,1,60.2,Ineligible
ARG45,23,male,Telangana,masters,81.9,813000.0,78,999,1,0,0,1,0,1,57.76,Borderline
BVOBC,18,female,Rajasthan,12th,51.9,177000.0,5,999,1,0,0,1,1,1,75.76,Eligible
A023B,24,male,Assam,masters,79.5,711000.0,6,999,1,0,0,1,1,1,66.8,Ineligible
A023B,19,male,Maharashtra,bachelors,80.6,483000.0,250,999,1,0,0,0,1,1,55.24,Ineligible
A023B,22,male,Assam,bachelors,58.9,447000.0,3,999,0,0,0,1,1,1,63.56,Ineligible
BVOBC,18,male,Tamil Nadu,12th,45.8,66000.0,1,999,1,0,0,1,1,1,68.32,Ineligible
AZKMI,34,male,Telangana,phd,54.8,331000.0,999,8,1,0,0,1,0,1,66.92,Ineligible
A023B,18,female,Karnataka,bachelors,92.7,127000.0,85,999,1,0,0,1,1,1,82.08,Eligible
A023B,24,female,Meghalaya,bachelors,88.1,383000.0,1,999,1,0,0,1,0,1,85.24,Borderline
A023B,19,female,Kerala,bachelors,58.1,161000.0,3,999,1,0,0,1,1,1,78.24,Eligible
A023B,22,male,Madhya Pradesh,masters,58.6,564000.0,59,999,1,0,0,1,1,1,53.44,Eligible
ARG45,26,female,Andhra Pradesh,phd,87.6,415000.0,1,999,1,0,0,1,1,1,80.04,Eligible
BVOBC,20,male,Mizoram,12th,60.6,99000.0,2,999,1,0,0,1,1,1,74.24,Eligible
ARG45,26,male,Madhya Pradesh,masters,62.1,851000.0,72,999,1,1,51,1,0,1,54.84,Borderline
A023B,22,female,Karnataka,masters,76.1,597000.0,3,999,1,0,0,1,1,1,75.44,Eligible
ARG45,25,male,Karnataka,phd,56.8,231000.0,6,999,1,0,0,1,1,1,67.72,Eligible
ARG45,23,male,Andhra Pradesh,masters,77.4,613000.0,2,999,1,1,52,1,1,1,70.96,Eligible
BVOBC,17,male,Madhya Pradesh,bachelors,84.1,293000.0,250,999,1,0,0,1,1,1,61.64,Ineligible
BVOBC,17,female,Manipur,12th,62.2,308000.0,1,999,1,0,0,1,1,1,74.88,Ineligible
A023B,18,male,Meghalaya,masters,93.8,97000.0,6,999,1,0,0,1,1,1,87.52,Eligible
BVOBC,22,male,Gujarat,bachelors,65.1,190000.0,5,999,1,0,0,1,1,0,76.04,Borderline
ARG45,28,female,Karnataka,phd,66.9,631000.0,5,999,1,0,0,1,1,1,66.76,Eligible
BVOBC,20,male,Kerala,bachelors,85.0,87000.0,5,999,1,0,0,1,0,1,84.0,Borderline
BVOBC,24,female,Mizoram,12th,67.8,367000.0,3,999,1,0,0,1,0,1,77.12,Ineligible
BVOBC,20,female,Karnataka,bachelors,75.2,227000.0,88,999,1,0,0,1,1,1,70.08,Eligible
ARG45,28,male,Odisha,masters,68.9,89000.0,2,999,1,0,0,1,1,1,77.56,Eligible
BPVGK,14,male,Maharashtra,10th,46.7,297000.0,999,999,1,0,0,1,1,1,46.68,Ineligible
ARG45,25,female,Arunachal Pradesh,masters,57.1,420000.0,88,999,1,0,0,1,1,1,57.84,Eligible
A023B,24,female,Rajasthan,masters,66.8,140000.0,6,999,0,0,0,1,1,1,81.72,Ineligible
BVOBC,18,female,Karnataka,bachelors,78.8,151000.0,5,999,1,0,0,1,1,1,86.52,Eligible
AZKMI,27,male,Sikkim,phd,67.1,490000.0,999,6,1,0,0,1,1,1,66.84,Eligible
ARG45,22,male,Andhra Pradesh,phd,58.5,798000.0,250,999,1,0,0,1,1,1,41.4,Eligible
BVOBC,17,male,Odisha,bachelors,48.4,290000.0,1,999,1,0,0,1,1,1,64.36,Ineligible
BVOBC,21,male,Arunachal Pradesh,bachelors,78.9,108000.0,78,999,1,0,0,1,1,1,71.56,Eligible
BVOBC,17,female,Arunachal Pradesh,bachelors,50.6,166000.0,59,999,1,0,0,1,1,1,65.24,Eligible
AZKMI,24,male,Andhra Pradesh,phd,63.7,394000.0,999,2,1,0,0,1,1,1,70.48,Eligible
BVOBC,19,female,Andhra Pradesh,bachelors,49.0,377000.0,2,999,1,0,0,1,1,1,69.6,Ineligible
ARG45,36,female,Andhra Pradesh,masters,62.0,452000.0,65,999,1,0,0,0,0,1,59.8,Borderline
A023B,20,female,Telangana,masters,80.8,273000.0,1,999,1,0,0,1,1,1,82.32,Eligible
ARG45,29,female,Odisha,phd,61.5,892000.0,2,999,1,0,0,1,1,1,64.6,Eligible
BVOBC,18,other,Rajasthan,12th,94.7,305000.0,85,999,1,0,0,1,1,1,72.88,Ineligible
ARG45,31,male,Karnataka,masters,52.4,393000.0,1,999,1,0,0,1,1,1,65.96,Ineligible
BVOBC,18,female,Rajasthan,bachelors,94.5,50000.0,59,999,1,0,0,1,1,1,82.8,Eligible
A023B,20,male,Andhra Pradesh,bachelors,94.7,709000.0,78,999,1,0,0,1,1,1,62.88,Ineligible
ARG45,25,male,Assam,masters,77.3,717000.0,6,999,1,0,0,1,1,1,65.92,Eligible
ARG45,24,female,Chhattisgarh,phd,52.4,555000.0,2,999,1,0,0,1,1,1,65.96,Ineligible
A023B,23,female,Maharashtra,masters,84.8,237000.0,85,999,1,0,0,1,1,1,73.92,Eligible
BVOBC,17,female,Jharkhand,bachelors,66.0,355000.0,1,999,1,0,0,1,1,1,76.4,Ineligible
ARG45,35,male,Madhya Pradesh,masters,69.0,390000.0,85,999,1,0,0,1,0,1,62.6,Borderline
A023B,25,female,Sikkim,masters,64.3,762000.0,88,999,1,0,0,1,1,1,55.72,Ineligible
A023B,22,female,Jharkhand,bachelors,82.7,243000.0,5,999,1,0,0,1,1,1,83.08,Eligible
AZKMI,29,female,Chhattisgarh,postdoc,59.4,111000.0,999,22,1,1,45,1,0,1,83.76,Borderline
ARG45,32,female,Mizoram,masters,73.6,735000.0,2,999,1,0,0,1,1,1,69.44,Eligible
BVOBC,17,male,Jharkhand,12th,94.3,54000.0,88,999,1,0,0,1,1,1,77.72,Eligible
AZKMI,31,female,Kerala,masters,68.5,544000.0,999,22,1,0,0,1,1,1,72.4,Eligible
A023B,24,male,Madhya Pradesh,masters,67.0,394000.0,59,999,1,0,0,1,1,1,61.8,Eligible
ARG45,25,female,Maharashtra,phd,85.1,752000.0,2,999,0,0,0,1,1,1,74.04,Ineligible
A023B,23,female,Andhra Pradesh,bachelors,65.2,627000.0,78,999,1,0,0,1,1,1,56.08,Ineligible
BPVGK,16,female,Madhya Pradesh,10th,59.7,291000.0,999,999,1,0,0,1,1,1,56.88,Ineligible
A023B,23,female,Mizoram,masters,95.4,171000.0,1,999,1,0,0,1,1,1,93.16,Eligible
ARG45,32,male,Arunachal Pradesh,phd,66.7,287000.0,88,999,1,1,62,1,1,1,66.68,Eligible
AZKMI,32,male,Sikkim,postdoc,89.6,341000.0,999,32,1,0,0,1,1,1,80.84,Eligible
BVOBC,20,female,Rajasthan,bachelors,84.4,102000.0,85,999,1,0,0,1,1,1,78.76,Eligible
BPVGK,17,female,Rajasthan,10th,73.7,142000.0,999,999,1,0,0,1,1,1,67.48,Eligible
ARG45,22,male,Jharkhand,phd,76.8,205000.0,2,999,1,0,0,1,1,1,75.72,Eligible
BVOBC,20,female,Sikkim,12th,65.1,206000.0,6,999,1,0,0,1,1,1,76.04,Eligible
ARG45,24,female,Telangana,masters,69.2,299000.0,1,999,1,0,0,1,1,1,77.68,Eligible
BPVGK,16,female,Meghalaya,10th,46.9,219000.0,999,999,1,0,0,1,1,1,51.76,Ineligible
ARG45,28,female,Sikkim,phd,86.9,211000.0,65,999,1,0,0,1,1,1,74.76,Eligible
BVOBC,19,male,Manipur,12th,48.2,267000.0,140,999,1,0,0,1,1,1,47.28,Ineligible
BVOBC,19,male,Odisha,bachelors,46.3,104000.0,140,999,1,0,0,1,1,1,51.52,Ineligible
AZKMI,36,male,Tamil Nadu,postdoc,59.1,583000.0,999,4,1,0,0,1,1,1,63.64,Ineligible
ARG45,29,female,Gujarat,phd,94.2,855000.0,110,999,1,0,0,1,1,1,60.68,Eligible
AZKMI,29,male,Assam,masters,68.1,982000.0,999,14,1,0,0,1,1,1,62.24,Ineligible
ARG45,31,female,Maharashtra,masters,63.7,272000.0,65,999,1,0,0,1,1,1,65.48,Eligible
ARG45,26,male,Nagaland,masters,85.0,71000.0,140,999,1,0,0,1,1,1,67.0,Eligible
BVOBC,21,female,Rajasthan,12th,75.2,259000.0,78,999,1,0,0,1,1,0,70.08,Ineligible
ARG45,23,female,Tripura,masters,74.1,822000.0,88,999,0,0,0,1,1,1,59.64,Ineligible
ARG45,22,male,Nagaland,masters,70.6,166000.0,1,999,0,0,0,1,1,1,78.24,Ineligible
A023B,20,female,Assam,bachelors,89.0,670000.0,1,999,0,0,0,1,1,1,75.6,Ineligible
BVOBC,19,female,Mizoram,12th,78.9,151000.0,78,999,1,0,0,1,1,1,76.56,Eligible
BPVGK,15,male,Sikkim,10th,50.8,233000.0,999,999,1,0,0,1,1,1,48.32,Eligible
ARG45,34,male,Tamil Nadu,masters,73.1,442000.0,59,999,1,0,0,1,1,1,59.24,Eligible
ARG45,27,female,Maharashtra,masters,59.5,426000.0,110,999,1,0,0,1,1,1,51.8,Eligible
BPVGK,16,female,Meghalaya,10th,68.5,227000.0,999,999,1,0,0,1,0,1,60.4,Borderline
AZKMI,27,female,Maharashtra,postdoc,84.2,692000.0,999,22,1,0,0,1,1,1,73.68,Ineligible
A023B,19,female,Rajasthan,masters,96.2,353000.0,2,999,1,1,76,1,1,0,93.48,Borderline
AZKMI,29,male,Madhya Pradesh,phd,57.8,981000.0,999,4,1,0,0,1,1,1,58.12,Ineligible
BVOBC,20,male,Nagaland,bachelors,90.1,289000.0,78,999,1,0,0,1,1,1,71.04,Ineligible
BPVGK,15,male,Mizoram,10th,46.8,148000.0,999,999,1,0,0,1,1,1,51.72,Ineligible
BVOBC,17,female,Manipur,bachelors,62.3,95000.0,1,999,1,0,0,1,1,1,79.92,Eligible
A023B,24,female,Assam,bachelors,69.0,684000.0,2,999,1,0,0,1,1,1,67.6,Ineligible
BVOBC,23,male,Mizoram,bachelors,66.3,131000.0,3,999,1,0,0,1,0,1,76.52,Borderline
ARG45,30,male,Gujarat,phd,56.9,480000.0,6,999,1,0,0,1,1,1,62.76,Eligible
AZKMI,24,female,Maharashtra,phd,55.6,880000.0,999,3,1,0,0,1,1,1,62.24,Ineligible
BPVGK,15,male,Nagaland,10th,76.5,130000.0,999,999,1,0,0,1,1,1,63.6,Eligible
A023B,22,female,Odisha,masters,83.2,149000.0,65,999,1,0,0,1,1,1,78.28,Eligible
BPVGK,17,female,Tamil Nadu,10th,76.7,221000.0,999,999,1,0,0,1,0,1,63.68,Borderline
BPVGK,14,female,Gujarat,10th,80.4,42000.0,999,999,1,0,0,1,1,1,70.16,Eligible
A023B,25,female,Mizoram,masters,75.3,525000.0,65,999,1,0,0,1,1,1,65.12,Eligible
ARG45,22,male,Sikkim,masters,62.8,114000.0,6,999,1,0,0,1,1,1,75.12,Eligible
BVOBC,23,female,Tamil Nadu,12th,74.4,211000.0,140,999,1,0,0,1,1,1,62.76,Eligible
A023B,18,male,Gujarat,bachelors,66.5,247000.0,2,999,1,0,0,1,1,1,71.6,Eligible
A023B,22,male,Maharashtra,bachelors,67.9,91000.0,250,999,1,0,0,1,1,1,60.16,Ineligible
AZKMI,34,male,Karnataka,masters,54.3,515000.0,999,8,1,0,0,0,1,1,61.72,Ineligible
AZKMI,38,male,Sikkim,phd,56.7,910000.0,999,14,0,0,0,1,1,1,57.68,Ineligible
AZKMI,33,female,Assam,phd,50.4,457000.0,999,6,0,0,0,1,1,1,65.16,Ineligible
A023B,20,female,Chhattisgarh,bachelors,86.4,631000.0,1,999,1,0,0,1,1,1,74.56,Ineligible
BVOBC,19,male,Mizoram,bachelors,58.3,207000.0,85,999,1,0,0,0,1,1,58.32,Ineligible
BVOBC,20,male,Rajasthan,bachelors,94.0,107000.0,2,999,1,0,0,1,1,0,87.6,Borderline
BPVGK,14,female,Maharashtra,10th,66.0,129000.0,999,999,1,0,0,1,1,1,64.4,Eligible
BVOBC,17,female,Kerala,bachelors,80.6,56000.0,2,999,1,0,0,1,0,1,87.24,Borderline
BVOBC,22,male,Manipur,12th,65.4,94000.0,78,999,1,0,0,1,1,1,66.16,Eligible
ARG45,33,male,Nagaland,phd,69.5,440000.0,65,999,1,0,0,1,1,1,57.8,Eligible
A023B,25,female,Chhattisgarh,bachelors,66.9,141000.0,78,999,1,0,0,1,1,1,71.76,Eligible
A023B,19,male,Telangana,masters,58.3,381000.0,1,999,1,0,0,1,0,1,68.32,Borderline
ARG45,30,female,Kerala,masters,55.9,462000.0,3,999,1,0,0,1,1,1,67.36,Eligible
BPVGK,17,female,Tripura,10th,55.4,34000.0,999,999,1,0,0,1,0,1,60.16,Borderline
A023B,23,female,Jharkhand,masters,77.4,96000.0,5,999,0,0,0,1,1,1,85.96,Ineligible
ARG45,30,female,Rajasthan,masters,93.4,831000.0,72,999,1,0,0,1,1,1,67.36,Eligible
BVOBC,22,female,Tamil Nadu,12th,54.5,345000.0,6,999,1,0,0,1,1,1,71.8,Ineligible
BPVGK,17,male,Manipur,10th,92.9,96000.0,999,999,1,0,0,1,1,1,70.16,Eligible
BVOBC,23,male,Telangana,12th,48.7,332000.0,72,999,1,0,0,0,0,1,54.48,Ineligible
ARG45,34,other,Telangana,phd,54.9,82000.0,2,999,1,0,0,1,1,1,71.96,Ineligible
A023B,23,male,Gujarat,masters,55.4,592000.0,5,999,1,0,0,1,1,1,62.16,Eligible
ARG45,25,female,Assam,masters,86.3,95000.0,65,999,1,0,0,1,1,1,79.52,Eligible
ARG45,30,female,Chhattisgarh,phd,83.8,277000.0,65,999,1,0,0,1,1,1,73.52,Eligible
AZKMI,22,male,Nagaland,postdoc,82.1,328000.0,999,2,1,0,0,0,1,1,77.84,Ineligible
ARG45,22,male,Arunachal Pradesh,masters,76.4,360000.0,110,999,1,0,0,1,0,1,58.56,Borderline
BVOBC,21,male,Andhra Pradesh,12th,55.7,148000.0,85,999,1,0,0,1,1,1,62.28,Eligible
AZKMI,32,female,Jharkhand,postdoc,83.5,162000.0,999,650,1,0,0,1,0,1,68.4,Ineligible
ARG45,31,female,Mizoram,phd,76.4,115000.0,88,999,1,0,0,1,1,1,75.56,Eligible
AZKMI,38,male,Maharashtra,phd,78.8,715000.0,999,8,0,0,0,1,1,1,66.52,Ineligible
AZKMI,28,female,Maharashtra,masters,76.1,928000.0,999,14,1,0,0,1,1,1,70.44,Ineligible
BVOBC,17,female,Telangana,bachelors,63.4,364000.0,1,999,1,0,0,1,1,1,75.36,Ineligible
BVOBC,21,female,Sikkim,bachelors,75.8,132000.0,85,999,1,0,0,1,1,1,75.32,Eligible
ARG45,35,male,Arunachal Pradesh,phd,83.1,621000.0,59,999,1,0,0,1,1,1,58.24,Eligible
A023B,18,other,Tripura,masters,70.8,196000.0,110,999,1,0,0,1,1,1,61.32,Ineligible
BVOBC,23,male,Jharkhand,bachelors,95.3,256000.0,110,999,1,0,0,1,1,1,66.12,Ineligible
BPVGK,17,female,Assam,10th,63.9,302000.0,999,999,1,0,0,1,1,1,58.56,Ineligible
BVOBC,20,male,Nagaland,12th,60.8,366000.0,59,999,1,0,0,0,1,1,59.32,Ineligible
BVOBC,23,male,Meghalaya,12th,50.3,57000.0,2,999,1,0,0,1,1,1,70.12,Eligible
BVOBC,21,male,Meghalaya,12th,73.6,102000.0,110,999,1,0,0,1,1,1,62.44,Eligible
BVOBC,17,male,Odisha,12th,45.7,184000.0,85,999,1,0,0,1,1,1,58.28,Ineligible
A023B,20,female,Gujarat,bachelors,90.9,324000.0,85,999,1,0,0,1,1,1,76.36,Eligible
A023B,22,male,Jharkhand,masters,68.4,515000.0,1,999,1,0,0,1,1,1,67.36,Eligible
BPVGK,15,female,Gujarat,10th,62.5,332000.0,999,999,1,0,0,1,1,1,58.0,Ineligible
BVOBC,19,male,Chhattisgarh,bachelors,90.3,104000.0,250,999,1,0,0,1,1,1,69.12,Eligible
ARG45,34,male,Karnataka,masters,77.6,298000.0,72,999,1,0,0,1,1,1,66.04,Eligible
ARG45,34,male,Maharashtra,phd,81.8,757000.0,85,999,1,0,0,1,1,1,57.72,Eligible
A023B,25,male,Jharkhand,bachelors,65.3,665000.0,6,999,1,0,0,1,1,1,61.12,Ineligible
BVOBC,21,female,Andhra Pradesh,bachelors,50.0,320000.0,6,999,1,0,0,1,1,1,70.0,Ineligible
A023B,22,male,Tripura,bachelors,89.1,574000.0,85,999,1,0,0,1,0,1,65.64,Borderline
A023B,25,male,Meghalaya,bachelors,91.4,185000.0,1,999,1,0,0,1,1,1,86.56,Eligible
AZKMI,26,male,Sikkim,postdoc,57.9,581000.0,999,37,1,0,0,1,1,1,63.16,Eligible
AZKMI,32,male,Madhya Pradesh,postdoc,84.1,370000.0,999,37,0,0,0,1,1,1,78.64,Ineligible
ARG45,30,male,Nagaland,masters,87.3,600000.0,1,999,0,1,70,1,0,1,79.92,Ineligible
BPVGK,16,male,Maharashtra,10th,55.0,317000.0,999,999,1,0,0,1,1,1,50.0,Ineligible
AZKMI,25,male,Gujarat,masters,73.9,413000.0,999,22,1,0,0,1,1,1,69.56,Eligible
ARG45,23,female,Nagaland,masters,80.8,483000.0,65,999,1,0,0,1,1,1,67.32,Eligible
A023B,24,female,Sikkim,bachelors,70.4,754000.0,6,999,1,0,0,1,1,1,68.16,Ineligible
BVOBC,24,female,Meghalaya,12th,80.7,97000.0,2,999,1,0,0,0,1,1,87.28,Ineligible
A023B,18,female,Chhattisgarh,masters,79.7,87000.0,1,999,0,0,0,1,1,1,86.88,Ineligible
BVOBC,24,male,Tripura,12th,59.7,248000.0,85,999,1,0,0,1,1,1,58.88,Eligible
ARG45,33,male,Andhra Pradesh,masters,67.8,876000.0,110,999,1,0,0,0,1,1,45.12,Ineligible
BPVGK,17,female,Meghalaya,10th,91.0,276000.0,999,999,1,0,0,0,1,1,69.4,Ineligible
BVOBC,23,female,Nagaland,bachelors,57.3,195000.0,1,999,1,0,0,1,0,1,77.92,Borderline
A023B,22,female,Tamil Nadu,masters,71.1,458000.0,65,999,1,0,0,1,1,1,63.44,Eligible
BVOBC,20,female,Karnataka,12th,72.3,173000.0,5,999,1,0,0,1,1,1,83.92,Eligible
BVOBC,22,female,Maharashtra,12th,61.8,143000.0,2,999,1,0,0,1,1,1,79.72,Eligible
BPVGK,17,male,Mizoram,10th,92.6,30000.0,999,999,1,0,0,1,1,1,70.04,Eligible
A023B,21,male,Chhattisgarh,bachelors,90.7,282000.0,1,999,0,0,0,1,1,1,81.28,Ineligible
BVOBC,19,female,Assam,bachelors,46.4,162000.0,85,999,1,0,0,1,1,0,63.56,Ineligible
AZKMI,30,female,Rajasthan,masters,50.2,508000.0,999,1,1,0,0,1,1,1,65.08,Ineligible
ARG45,28,male,Gujarat,masters,78.3,306000.0,65,999,1,0,0,1,1,1,66.32,Eligible
BPVGK,15,male,Maharashtra,10th,89.3,311000.0,999,999,1,0,0,1,1,1,63.72,Ineligible
AZKMI,35,female,Tripura,phd,57.3,324000.0,999,650,1,0,0,1,1,1,52.92,Ineligible
BVOBC,17,female,Sikkim,12th,51.4,157000.0,5,999,1,0,0,1,1,1,75.56,Eligible
