ocr_text_similarity,income_discrepancy_ratio,marks_discrepancy,duplicate_cert_count,duplicate_bank_count,fuzzy_name_match_score,certificate_tamper_flag,is_fraud,risk_label
0.935,1.05,1.9,1,1,0.9,0,0,Normal
0.889,1.0,0.8,1,1,0.92,0,0,Normal
0.939,1.02,0.4,1,1,0.97,0,0,Normal
0.938,0.95,0.5,1,1,0.94,0,0,Normal
0.865,0.95,1.0,1,1,0.96,0,0,Normal
0.951,0.96,1.6,1,1,0.99,0,0,Normal
0.929,0.96,1.3,1,1,0.97,0,0,Normal
0.975,0.97,1.0,1,1,0.95,0,0,Normal
0.562,4.37,24.1,4,4,0.69,1,1,Suspicious
0.591,2.85,21.0,4,4,0.35,0,1,High_Risk
0.978,0.98,0.0,1,1,0.99,0,0,Normal
0.929,0.96,0.3,1,1,0.96,0,0,Normal
0.214,4.02,22.0,3,4,0.49,0,1,High_Risk
0.881,1.04,1.4,1,1,0.96,0,0,Normal
0.533,2.72,19.0,5,3,0.45,1,1,High_Risk
0.851,1.0,1.8,1,1,0.98,0,0,Normal
0.939,1.03,1.0,1,1,0.91,0,0,Normal
0.935,1.04,0.4,1,1,0.9,0,0,Normal
0.908,1.03,0.6,1,1,0.99,0,0,Normal
0.883,1.0,1.4,1,1,0.96,0,0,Normal
0.861,0.99,1.7,1,1,0.98,0,0,Normal
0.986,1.02,1.5,1,1,0.91,0,0,Normal
0.977,1.01,0.0,1,1,0.96,0,0,Normal
0.243,4.28,17.6,5,2,0.68,1,1,High_Risk
0.908,0.98,1.7,1,1,0.93,0,0,Normal
0.393,3.51,30.3,4,2,0.51,1,1,High_Risk
0.878,1.04,1.7,1,1,0.98,0,0,Normal
0.975,1.04,0.6,1,1,0.95,0,0,Normal
0.873,0.98,0.6,1,1,0.95,0,0,Normal
0.973,1.0,1.1,1,1,0.96,0,0,Normal
0.964,1.0,1.0,1,1,0.99,0,0,Normal
0.907,1.01,1.8,1,1,0.97,0,0,Normal
0.854,1.01,0.1,1,1,0.98,0,0,Normal
0.51,3.56,26.9,3,4,0.55,1,1,High_Risk
0.935,1.0,0.5,1,1,0.92,0,0,Normal
0.949,0.98,1.3,1,1,0.92,0,0,Normal
0.954,1.05,1.7,1,1,0.97,0,0,Normal
0.945,0.96,1.8,1,1,0.93,0,0,Normal
0.969,1.0,0.5,1,1,0.93,0,0,Normal
0.869,0.98,0.5,1,1,0.94,0,0,Normal
0.854,1.04,0.7,1,1,0.93,0,0,Normal
0.933,0.96,0.7,1,1,0.97,0,0,Normal
0.634,3.7,32.8,4,4,0.36,0,1,High_Risk
0.978,1.01,1.6,1,1,0.92,0,0,Normal
0.366,2.26,31.5,2,2,0.38,1,1,High_Risk
0.892,1.01,0.6,1,1,0.96,0,0,Normal
0.502,4.85,22.3,2,3,0.68,1,1,High_Risk
0.471,4.4,20.2,3,2,0.65,1,1,Suspicious
0.864,1.04,1.1,1,1,0.93,0,0,Normal
0.414,2.87,13.5,2,2,0.58,0,1,High_Risk
0.945,0.97,0.2,1,1,0.94,0,0,Normal
0.926,1.03,0.2,1,1,0.92,0,0,Normal
0.913,0.99,2.0,1,1,0.95,0,0,Normal
0.864,1.02,0.7,1,1,0.9,0,0,Normal
0.307,1.96,15.2,4,2,0.33,0,1,High_Risk
0.944,1.0,0.2,1,1,0.94,0,0,Normal
0.943,0.99,1.8,1,1,0.96,0,0,Normal
0.927,0.96,0.3,1,1,0.91,0,0,Normal
0.396,4.27,27.1,5,4,0.4,0,1,High_Risk
0.929,1.03,0.1,1,1,0.96,0,0,Normal
0.582,2.7,12.5,5,4,0.34,1,1,High_Risk
0.858,0.99,0.2,1,1,0.92,0,0,Normal
0.886,1.03,1.9,1,1,0.98,0,0,Normal
0.899,1.02,0.1,1,1,0.92,0,0,Normal
0.952,0.99,1.0,1,1,0.97,0,0,Normal
0.957,0.96,0.7,1,1,0.95,0,0,Normal
0.986,1.02,0.6,1,1,0.98,0,0,Normal
0.885,1.0,1.6,1,1,0.9,0,0,Normal
0.962,0.97,1.1,1,1,0.97,0,0,Normal
0.984,0.96,0.7,1,1,1.0,0,0,Normal
0.636,2.68,17.1,2,2,0.53,1,1,High_Risk
0.916,0.95,0.4,1,1,0.97,0,0,Normal
0.977,1.05,0.0,1,1,0.94,0,0,Normal
0.205,3.73,17.6,3,4,0.34,1,1,High_Risk
0.887,0.98,1.5,1,1,0.93,0,0,Normal
0.525,3.89,20.7,5,3,0.58,1,1,High_Risk
0.952,1.05,1.7,1,1,0.93,0,0,Normal
0.884,1.05,0.8,1,1,0.96,0,0,Normal
0.948,1.02,1.5,1,1,0.96,0,0,Normal
0.921,1.05,1.1,1,1,0.97,0,0,Normal
0.858,1.03,1.0,1,1,0.99,0,0,Normal
0.861,0.98,1.6,1,1,0.95,0,0,Normal
0.879,1.05,0.7,1,1,0.99,0,0,Normal
0.96,1.05,0.5,1,1,0.99,0,0,Normal
0.908,1.01,0.2,1,1,0.95,0,0,Normal
0.852,1.01,0.3,1,1,0.94,0,0,Normal
0.936,0.96,1.6,1,1,0.97,0,0,Normal
0.555,4.39,28.5,4,2,0.48,1,1,High_Risk
0.273,1.84,27.1,5,4,0.5,1,1,High_Risk
0.886,1.05,0.6,1,1,0.91,0,0,Normal
0.63,2.5,28.0,4,3,0.47,0,1,High_Risk
0.915,0.97,1.5,1,1,0.99,0,0,Normal
0.889,1.0,1.3,1,1,0.95,0,0,Normal
0.389,3.57,28.8,2,4,0.48,1,1,Suspicious
0.86,1.05,1.4,1,1,0.95,0,0,Normal
0.921,1.03,1.9,1,1,0.93,0,0,Normal
0.29,4.96,13.1,3,4,0.45,0,1,Suspicious
0.857,1.04,0.7,1,1,0.94,0,0,Normal
0.415,2.09,26.5,2,4,0.46,1,1,High_Risk
0.951,1.0,1.8,1,1,0.92,0,0,Normal
0.226,4.38,10.2,2,3,0.67,1,1,High_Risk
0.38,4.08,16.1,4,2,0.61,1,1,High_Risk
0.94,0.98,0.7,1,1,0.96,0,0,Normal
0.909,0.97,1.0,1,1,0.99,0,0,Normal
0.981,0.98,1.7,1,1,0.98,0,0,Normal
0.51,2.16,21.7,3,2,0.59,1,1,Suspicious
0.547,2.79,11.4,2,2,0.35,1,1,High_Risk
0.421,4.12,18.4,3,4,0.51,1,1,High_Risk
0.27,4.2,19.5,2,3,0.66,1,1,High_Risk
0.889,1.0,1.3,1,1,0.98,0,0,Normal
0.897,1.01,0.6,1,1,0.96,0,0,Normal
0.911,0.99,1.2,1,1,0.93,0,0,Normal
0.881,1.0,1.2,1,1,0.97,0,0,Normal
0.948,0.97,0.3,1,1,0.91,0,0,Normal
0.881,1.01,1.9,1,1,0.92,0,0,Normal
0.879,1.03,1.1,1,1,0.97,0,0,Normal
0.965,0.96,1.1,1,1,0.98,0,0,Normal
0.923,1.02,0.1,1,1,0.94,0,0,Normal
0.859,0.97,0.5,1,1,1.0,0,0,Normal
0.894,0.98,0.1,1,1,1.0,0,0,Normal
0.547,4.57,24.6,2,4,0.63,0,1,High_Risk
0.981,0.97,1.9,1,1,0.96,0,0,Normal
0.909,1.03,1.1,1,1,0.92,0,0,Normal
0.978,0.98,1.0,1,1,0.98,0,0,Normal
0.973,0.97,1.2,1,1,0.95,0,0,Normal
0.944,1.04,1.7,1,1,0.97,0,0,Normal
0.974,1.03,0.4,1,1,0.97,0,0,Normal
0.893,0.95,0.6,1,1,0.95,0,0,Normal
0.976,1.02,0.7,1,1,0.93,0,0,Normal
0.885,0.96,0.6,1,1,0.99,0,0,Normal
0.915,1.0,0.2,1,1,0.92,0,0,Normal
0.928,0.96,0.1,1,1,0.98,0,0,Normal
0.865,1.02,0.7,1,1,0.92,0,0,Normal
0.889,0.96,1.9,1,1,0.94,0,0,Normal
0.87,0.96,1.8,1,1,0.97,0,0,Normal
0.879,1.0,0.6,1,1,0.97,0,0,Normal
0.858,1.05,0.1,1,1,0.97,0,0,Normal
0.97,0.98,0.8,1,1,0.93,0,0,Normal
0.924,0.96,1.5,1,1,1.0,0,0,Normal
0.869,0.99,1.1,1,1,0.92,0,0,Normal
0.927,0.96,1.1,1,1,0.96,0,0,Normal
0.873,1.02,1.4,1,1,0.95,0,0,Normal
0.861,1.02,0.7,1,1,0.9,0,0,Normal
0.911,0.96,0.8,1,1,0.93,0,0,Normal
0.935,0.99,0.1,1,1,0.99,0,0,Normal
0.953,1.01,0.4,1,1,0.94,0,0,Normal
0.99,1.01,1.0,1,1,0.92,0,0,Normal
0.577,4.08,22.6,3,2,0.31,0,1,High_Risk
0.897,0.99,1.7,1,1,0.95,0,0,Normal
0.573,1.82,23.8,2,2,0.39,1,1,High_Risk
0.636,3.15,14.0,5,4,0.68,1,1,High_Risk
0.951,1.01,1.0,1,1,0.96,0,0,Normal
0.95,1.03,0.7,1,1,0.94,0,0,Normal
0.902,1.02,1.7,1,1,0.98,0,0,Normal
0.971,0.99,0.7,1,1,1.0,0,0,Normal
0.987,1.03,0.9,1,1,0.94,0,0,Normal
0.876,1.03,1.4,1,1,0.9,0,0,Normal
0.903,1.0,1.0,1,1,0.99,0,0,Normal
0.857,1.03,0.8,1,1,0.94,0,0,Normal
0.963,0.96,1.7,1,1,0.91,0,0,Normal
0.983,1.01,1.5,1,1,0.95,0,0,Normal
0.955,0.96,0.9,1,1,0.97,0,0,Normal
0.922,0.98,0.3,1,1,0.99,0,0,Normal
0.979,1.03,1.8,1,1,1.0,0,0,Normal
0.982,1.0,1.2,1,1,0.96,0,0,Normal
0.965,1.04,0.5,1,1,0.97,0,0,Normal
0.966,0.96,0.5,1,1,0.91,0,0,Normal
0.878,1.0,0.1,1,1,0.98,0,0,Normal
0.928,0.96,0.0,1,1,0.99,0,0,Normal
0.914,0.98,1.7,1,1,0.99,0,0,Normal
0.904,0.96,1.9,1,1,0.99,0,0,Normal
0.964,1.01,0.3,1,1,0.95,0,0,Normal
0.933,1.02,0.4,1,1,0.95,0,0,Normal
0.864,0.95,1.1,1,1,0.91,0,0,Normal
0.9,0.99,1.8,1,1,0.99,0,0,Normal
0.27,2.66,30.2,4,3,0.62,0,1,High_Risk
0.616,3.13,30.9,3,2,0.66,0,1,Suspicious
0.894,1.04,0.9,1,1,0.93,0,0,Normal
0.955,0.97,1.6,1,1,0.93,0,0,Normal
0.858,0.97,1.6,1,1,0.97,0,0,Normal
0.958,0.99,0.1,1,1,0.97,0,0,Normal
0.921,1.04,1.7,1,1,0.9,0,0,Normal
0.888,1.01,1.2,1,1,0.97,0,0,Normal
0.977,1.02,0.1,1,1,0.99,0,0,Normal
0.515,3.96,13.4,3,3,0.44,1,1,High_Risk
0.413,2.6,17.0,4,4,0.37,1,1,High_Risk
0.877,1.05,0.8,1,1,0.95,0,0,Normal
0.861,0.96,1.8,1,1,0.97,0,0,Normal
0.914,1.02,0.2,1,1,0.99,0,0,Normal
0.976,1.03,0.3,1,1,0.93,0,0,Normal
0.887,1.03,1.7,1,1,0.93,0,0,Normal
0.872,0.99,0.6,1,1,0.92,0,0,Normal
0.968,0.98,2.0,1,1,0.94,0,0,Normal
0.957,0.96,1.5,1,1,1.0,0,0,Normal
0.969,0.99,0.5,1,1,0.93,0,0,Normal
0.915,0.98,1.5,1,1,0.91,0,0,Normal
0.913,1.02,0.9,1,1,0.91,0,0,Normal
0.959,0.96,1.5,1,1,0.9,0,0,Normal
0.939,1.03,1.5,1,1,0.96,0,0,Normal
0.889,0.97,0.4,1,1,0.95,0,0,Normal
0.87,0.97,1.0,1,1,0.9,0,0,Normal
0.955,1.02,0.2,1,1,0.97,0,0,Normal
0.916,0.99,0.4,1,1,0.93,0,0,Normal
0.628,4.45,32.8,4,4,0.43,1,1,High_Risk
0.93,0.97,1.3,1,1,0.95,0,0,Normal
0.482,2.0,15.2,3,2,0.38,1,1,High_Risk
0.852,1.02,1.7,1,1,0.98,0,0,Normal
0.951,0.98,1.0,1,1,0.92,0,0,Normal
0.972,0.99,1.3,1,1,0.97,0,0,Normal
0.985,1.02,0.1,1,1,0.99,0,0,Normal
0.899,0.97,0.1,1,1,0.95,0,0,Normal
0.884,1.0,0.8,1,1,0.94,0,0,Normal
0.972,1.04,0.5,1,1,0.97,0,0,Normal
0.885,0.98,1.2,1,1,0.95,0,0,Normal
0.879,1.03,0.7,1,1,0.91,0,0,Normal
0.98,1.05,1.3,1,1,0.95,0,0,Normal
0.92,1.02,0.7,1,1,0.94,0,0,Normal
0.98,1.04,0.8,1,1,0.96,0,0,Normal
0.577,1.85,15.5,4,4,0.34,1,1,High_Risk
0.862,1.05,0.1,1,1,0.93,0,0,Normal
0.989,1.01,1.2,1,1,0.96,0,0,Normal
0.978,1.04,1.4,1,1,0.99,0,0,Normal
0.521,3.36,32.6,2,4,0.59,1,1,High_Risk
0.96,1.04,1.9,1,1,0.9,0,0,Normal
0.348,2.62,21.2,5,2,0.68,1,1,High_Risk
0.379,4.45,12.1,4,3,0.43,0,1,High_Risk
0.951,1.03,0.9,1,1,0.99,0,0,Normal
0.985,0.99,0.0,1,1,0.91,0,0,Normal
0.953,0.99,1.3,1,1,0.96,0,0,Normal
0.317,2.8,12.9,5,4,0.6,0,1,Suspicious
0.885,1.05,1.8,1,1,0.99,0,0,Normal
0.964,1.03,0.5,1,1,0.93,0,0,Normal
0.905,0.97,0.7,1,1,0.95,0,0,Normal
0.883,1.01,0.9,1,1,0.99,0,0,Normal
0.906,1.04,1.0,1,1,0.92,0,0,Normal
0.987,1.04,1.4,1,1,0.97,0,0,Normal
0.901,0.99,1.7,1,1,0.96,0,0,Normal
0.926,1.0,1.5,1,1,0.99,0,0,Normal
0.906,0.97,1.8,1,1,0.94,0,0,Normal
0.925,0.99,0.6,1,1,0.94,0,0,Normal
0.972,1.04,0.5,1,1,0.96,0,0,Normal
0.862,1.01,0.4,1,1,0.99,0,0,Normal
0.975,1.03,0.7,1,1,0.91,0,0,Normal
0.905,0.99,1.3,1,1,1.0,0,0,Normal
0.958,1.02,1.6,1,1,0.9,0,0,Normal
0.94,1.0,0.8,1,1,0.92,0,0,Normal
0.902,1.02,0.6,1,1,0.96,0,0,Normal
0.909,0.98,0.2,1,1,0.98,0,0,Normal
0.898,0.95,0.0,1,1,0.92,0,0,Normal
0.938,0.98,0.0,1,1,0.91,0,0,Normal
0.898,0.98,0.6,1,1,0.95,0,0,Normal
0.946,0.98,1.8,1,1,0.95,0,0,Normal
0.879,1.05,1.2,1,1,0.95,0,0,Normal
0.933,0.95,0.2,1,1,0.97,0,0,Normal
0.978,0.98,0.3,1,1,0.9,0,0,Normal
0.894,0.98,0.7,1,1,0.92,0,0,Normal
0.91,0.97,0.9,1,1,0.98,0,0,Normal
0.933,1.04,1.0,1,1,0.9,0,0,Normal
0.988,1.02,0.5,1,1,0.98,0,0,Normal
0.865,1.0,1.3,1,1,0.93,0,0,Normal
0.95,0.99,1.0,1,1,0.98,0,0,Normal
0.974,1.0,1.1,1,1,0.95,0,0,Normal
0.971,0.99,1.0,1,1,0.99,0,0,Normal
0.891,1.03,0.4,1,1,0.98,0,0,Normal
0.539,3.11,18.4,5,2,0.47,0,1,High_Risk
0.855,1.02,1.3,1,1,1.0,0,0,Normal
0.865,1.05,0.4,1,1,1.0,0,0,Normal
0.906,1.0,0.0,1,1,0.92,0,0,Normal
0.869,1.0,1.0,1,1,0.94,0,0,Normal
0.974,0.96,1.3,1,1,0.94,0,0,Normal
0.875,1.03,1.1,1,1,0.94,0,0,Normal
0.886,1.04,1.3,1,1,0.92,0,0,Normal
0.887,0.95,1.4,1,1,0.91,0,0,Normal
0.382,4.14,30.9,4,2,0.7,1,1,Suspicious
0.976,0.96,1.7,1,1,0.98,0,0,Normal
0.962,0.99,0.3,1,1,0.97,0,0,Normal
0.958,1.02,0.2,1,1,0.99,0,0,Normal
0.899,1.02,1.7,1,1,0.97,0,0,Normal
0.864,0.95,0.3,1,1,0.96,0,0,Normal
0.919,0.98,1.0,1,1,0.95,0,0,Normal
0.932,1.05,1.5,1,1,0.97,0,0,Normal
0.432,2.93,15.8,4,4,0.47,1,1,High_Risk
0.865,1.01,1.6,1,1,0.98,0,0,Normal
0.859,1.04,0.8,1,1,0.95,0,0,Normal
0.884,1.01,1.5,1,1,0.99,0,0,Normal
0.889,1.02,0.5,1,1,0.95,0,0,Normal
0.859,1.02,1.4,1,1,0.91,0,0,Normal
0.348,2.37,34.5,2,3,0.41,1,1,Suspicious
0.864,1.05,1.7,1,1,0.96,0,0,Normal
0.894,0.95,0.0,1,1,0.9,0,0,Normal
0.861,1.05,1.1,1,1,0.96,0,0,Normal
0.853,0.96,0.8,1,1,0.99,0,0,Normal
0.931,0.95,1.9,1,1,0.91,0,0,Normal
0.876,0.97,1.3,1,1,0.97,0,0,Normal
0.893,0.95,0.2,1,1,0.94,0,0,Normal
0.853,1.01,1.6,1,1,0.92,0,0,Normal
0.869,1.0,1.4,1,1,0.93,0,0,Normal
0.927,0.96,1.1,1,1,0.95,0,0,Normal
0.987,0.99,0.3,1,1,0.99,0,0,Normal
0.908,1.04,1.2,1,1,0.98,0,0,Normal
0.244,2.9,32.6,5,4,0.57,0,1,High_Risk
0.466,2.84,31.3,3,4,0.64,1,1,High_Risk
0.903,0.98,0.9,1,1,0.98,0,0,Normal
0.961,1.03,1.7,1,1,0.95,0,0,Normal
0.973,0.97,0.7,1,1,0.9,0,0,Normal
0.922,0.98,1.4,1,1,0.91,0,0,Normal
0.883,0.97,0.1,1,1,1.0,0,0,Normal
0.907,1.03,1.7,1,1,0.97,0,0,Normal
0.979,1.05,1.3,1,1,0.96,0,0,Normal
0.924,0.95,1.1,1,1,0.95,0,0,Normal
0.97,0.97,1.2,1,1,0.97,0,0,Normal
0.909,0.99,1.6,1,1,0.92,0,0,Normal
0.904,1.02,0.6,1,1,0.91,0,0,Normal
0.88,0.95,1.2,1,1,0.96,0,0,Normal
0.885,0.98,1.9,1,1,0.91,0,0,Normal
0.979,0.96,0.4,1,1,0.93,0,0,Normal
0.281,2.25,33.1,3,3,0.62,0,1,High_Risk
0.856,1.02,1.0,1,1,0.98,0,0,Normal
0.883,1.04,0.5,1,1,0.92,0,0,Normal
0.924,1.02,0.8,1,1,0.98,0,0,Normal
0.939,0.96,1.9,1,1,0.94,0,0,Normal
0.257,4.87,17.6,4,3,0.53,1,1,High_Risk
0.867,0.95,0.2,1,1,0.94,0,0,Normal
0.508,3.02,12.4,5,2,0.67,0,1,High_Risk
0.857,0.97,1.8,1,1,0.92,0,0,Normal
0.91,1.02,0.4,1,1,0.94,0,0,Normal
0.923,0.97,1.1,1,1,0.96,0,0,Normal
0.973,1.03,0.4,1,1,0.92,0,0,Normal
0.921,1.04,0.4,1,1,0.99,0,0,Normal
0.99,0.97,0.2,1,1,0.9,0,0,Normal
0.937,0.98,0.3,1,1,0.95,0,0,Normal
0.987,1.04,1.8,1,1,1.0,0,0,Normal
0.909,1.03,0.3,1,1,0.94,0,0,Normal
0.901,1.03,1.0,1,1,0.94,0,0,Normal
0.863,1.0,2.0,1,1,0.91,0,0,Normal
0.863,0.98,1.1,1,1,0.96,0,0,Normal
0.328,4.02,34.6,2,2,0.33,1,1,High_Risk
0.859,1.04,0.8,1,1,0.92,0,0,Normal
0.877,0.96,1.1,1,1,0.97,0,0,Normal
0.929,1.03,1.2,1,1,1.0,0,0,Normal
0.951,1.0,1.2,1,1,1.0,0,0,Normal
0.924,0.99,0.3,1,1,0.96,0,0,Normal
0.911,1.0,1.6,1,1,0.95,0,0,Normal
0.923,0.97,1.5,1,1,0.94,0,0,Normal
0.893,1.03,1.5,1,1,0.94,0,0,Normal
0.977,1.05,0.6,1,1,0.97,0,0,Normal
0.891,1.0,2.0,1,1,1.0,0,0,Normal
0.976,0.95,0.3,1,1,0.91,0,0,Normal
0.937,1.02,0.3,1,1,0.95,0,0,Normal
0.887,1.03,0.1,1,1,0.92,0,0,Normal
0.213,2.62,14.8,5,4,0.37,1,1,High_Risk
0.904,1.0,1.4,1,1,0.94,0,0,Normal
0.944,0.97,2.0,1,1,1.0,0,0,Normal
0.547,1.99,11.0,5,2,0.5,0,1,High_Risk
0.206,2.74,18.8,5,4,0.59,1,1,High_Risk
0.923,1.02,0.5,1,1,0.92,0,0,Normal
0.936,0.98,0.9,1,1,0.93,0,0,Normal
0.865,1.03,1.6,1,1,0.96,0,0,Normal
0.382,4.79,30.1,3,2,0.49,1,1,High_Risk
0.884,1.04,0.2,1,1,0.95,0,0,Normal
0.875,1.0,0.8,1,1,1.0,0,0,Normal
0.853,0.99,1.3,1,1,0.95,0,0,Normal
0.937,0.96,1.7,1,1,0.9,0,0,Normal
0.922,0.97,1.8,1,1,0.95,0,0,Normal
0.872,1.01,1.4,1,1,0.92,0,0,Normal
0.973,1.01,0.1,1,1,0.97,0,0,Normal
0.973,0.99,1.1,1,1,0.99,0,0,Normal
0.461,1.91,12.7,5,2,0.45,0,1,High_Risk
0.96,0.98,1.7,1,1,0.95,0,0,Normal
0.971,0.98,1.9,1,1,0.97,0,0,Normal
0.88,1.02,0.9,1,1,0.99,0,0,Normal
0.919,1.0,1.3,1,1,0.91,0,0,Normal
0.953,0.96,1.7,1,1,0.95,0,0,Normal
0.873,1.01,0.3,1,1,0.95,0,0,Normal
0.896,1.02,0.1,1,1,0.97,0,0,Normal
0.878,0.96,1.5,1,1,0.92,0,0,Normal
0.381,3.9,16.5,5,2,0.62,1,1,High_Risk
0.207,4.91,22.7,4,3,0.31,1,1,High_Risk
0.984,1.02,1.2,1,1,0.97,0,0,Normal
0.987,0.97,0.3,1,1,0.93,0,0,Normal
0.985,1.01,2.0,1,1,0.98,0,0,Normal
0.978,0.99,0.9,1,1,0.98,0,0,Normal
0.89,1.01,0.6,1,1,0.99,0,0,Normal
0.983,0.97,1.1,1,1,0.95,0,0,Normal
0.887,0.98,1.5,1,1,0.91,0,0,Normal
0.211,3.0,13.9,4,3,0.52,1,1,High_Risk
0.932,1.04,1.7,1,1,1.0,0,0,Normal
0.962,0.98,0.1,1,1,0.97,0,0,Normal
0.886,1.03,0.4,1,1,0.98,0,0,Normal
0.858,0.96,1.4,1,1,0.97,0,0,Normal
0.974,0.99,0.6,1,1,0.97,0,0,Normal
0.954,1.01,0.7,1,1,0.91,0,0,Normal
0.961,0.95,1.5,1,1,0.97,0,0,Normal
0.885,0.96,0.4,1,1,0.98,0,0,Normal
0.924,0.96,1.8,1,1,0.93,0,0,Normal
0.887,1.04,1.3,1,1,0.94,0,0,Normal
0.907,1.05,1.5,1,1,1.0,0,0,Normal
0.94,0.99,0.2,1,1,0.9,0,0,Normal
0.497,4.89,19.7,2,4,0.31,1,1,High_Risk
0.937,0.98,1.2,1,1,0.9,0,0,Normal
0.896,1.03,1.2,1,1,0.96,0,0,Normal
0.278,4.77,34.9,3,4,0.64,1,1,High_Risk
0.983,1.02,0.6,1,1,0.92,0,0,Normal
0.97,1.03,0.4,1,1,0.98,0,0,Normal
0.989,1.01,0.8,1,1,0.98,0,0,Normal
0.86,1.02,0.0,1,1,0.94,0,0,Normal
0.908,0.99,0.9,1,1,0.91,0,0,Normal
0.924,1.05,1.4,1,1,0.92,0,0,Normal
0.895,0.96,1.6,1,1,0.98,0,0,Normal
0.932,1.04,0.1,1,1,0.99,0,0,Normal
0.973,1.01,0.2,1,1,0.94,0,0,Normal
0.889,1.03,0.0,1,1,0.99,0,0,Normal
0.921,0.97,1.2,1,1,0.92,0,0,Normal
0.887,0.98,1.7,1,1,0.94,0,0,Normal
0.857,1.01,1.5,1,1,0.95,0,0,Normal
0.955,0.96,1.6,1,1,0.93,0,0,Normal
0.958,1.05,1.4,1,1,0.9,0,0,Normal
0.875,0.97,2.0,1,1,0.99,0,0,Normal
0.235,2.24,16.9,5,2,0.41,1,1,Suspicious
0.895,0.97,0.3,1,1,0.93,0,0,Normal
0.913,1.01,1.7,1,1,0.92,0,0,Normal
0.932,1.03,1.2,1,1,0.94,0,0,Normal
0.856,0.99,1.7,1,1,0.9,0,0,Normal
0.958,1.04,1.6,1,1,1.0,0,0,Normal
0.918,0.98,1.2,1,1,0.93,0,0,Normal
0.972,1.0,1.4,1,1,0.94,0,0,Normal
0.865,0.96,1.5,1,1,0.92,0,0,Normal
0.862,0.99,0.1,1,1,0.98,0,0,Normal
0.942,0.97,1.4,1,1,0.91,0,0,Normal
0.248,3.2,23.8,4,4,0.33,1,1,High_Risk
0.853,1.03,1.9,1,1,0.92,0,0,Normal
0.918,0.96,1.3,1,1,0.95,0,0,Normal
0.479,2.58,24.6,4,3,0.34,0,1,Suspicious
0.49,2.83,33.7,4,4,0.63,0,1,High_Risk
0.897,1.01,0.2,1,1,0.92,0,0,Normal
0.954,1.04,0.3,1,1,0.93,0,0,Normal
0.92,0.98,1.1,1,1,0.97,0,0,Normal
0.943,1.02,1.4,1,1,0.93,0,0,Normal
0.903,0.96,0.6,1,1,0.99,0,0,Normal
0.938,1.01,0.1,1,1,0.96,0,0,Normal
0.976,1.02,1.6,1,1,0.95,0,0,Normal
0.935,1.01,0.7,1,1,0.94,0,0,Normal
0.623,2.25,14.9,4,2,0.32,1,1,High_Risk
0.99,1.0,1.7,1,1,0.99,0,0,Normal
0.966,1.02,0.3,1,1,0.97,0,0,Normal
0.981,0.98,1.2,1,1,0.94,0,0,Normal
0.955,1.03,1.6,1,1,0.96,0,0,Normal
0.978,1.04,1.6,1,1,0.91,0,0,Normal
0.852,0.99,1.2,1,1,1.0,0,0,Normal
0.985,1.0,1.8,1,1,0.92,0,0,Normal
0.922,1.01,0.6,1,1,0.98,0,0,Normal
0.855,0.99,1.6,1,1,0.92,0,0,Normal
0.852,1.03,1.2,1,1,0.97,0,0,Normal
0.89,0.96,0.4,1,1,0.94,0,0,Normal
0.855,0.98,0.5,1,1,0.93,0,0,Normal
0.881,1.01,0.3,1,1,0.95,0,0,Normal
0.884,0.97,1.6,1,1,0.93,0,0,Normal
0.932,0.98,1.0,1,1,0.91,0,0,Normal
0.895,0.96,2.0,1,1,0.99,0,0,Normal
0.854,1.03,1.0,1,1,0.96,0,0,Normal
0.904,1.0,0.7,1,1,0.98,0,0,Normal
0.462,4.6,33.2,2,2,0.68,0,1,High_Risk
0.988,1.01,1.5,1,1,0.94,0,0,Normal
0.966,1.04,1.1,1,1,0.92,0,0,Normal
0.879,0.99,0.5,1,1,1.0,0,0,Normal
0.892,1.04,0.8,1,1,0.92,0,0,Normal
0.957,1.0,1.6,1,1,0.91,0,0,Normal
0.865,1.0,2.0,1,1,0.94,0,0,Normal
0.914,0.95,1.0,1,1,0.93,0,0,Normal
0.336,4.78,34.5,5,3,0.62,1,1,Suspicious
0.97,0.99,0.7,1,1,0.91,0,0,Normal
0.977,1.01,0.5,1,1,0.99,0,0,Normal
0.984,0.98,0.1,1,1,0.97,0,0,Normal
0.923,1.0,1.1,1,1,0.91,0,0,Normal
0.899,0.98,1.3,1,1,0.95,0,0,Normal
0.87,1.01,0.7,1,1,1.0,0,0,Normal
0.98,1.02,0.2,1,1,0.95,0,0,Normal
0.944,1.05,0.5,1,1,0.91,0,0,Normal
0.981,1.04,0.4,1,1,0.94,0,0,Normal
0.326,4.3,24.3,3,3,0.64,0,1,High_Risk
0.953,0.97,1.0,1,1,0.9,0,0,Normal
0.897,0.98,0.9,1,1,0.91,0,0,Normal
0.923,1.05,0.9,1,1,0.94,0,0,Normal
0.853,0.98,1.4,1,1,0.96,0,0,Normal
0.919,0.96,0.2,1,1,0.95,0,0,Normal
0.878,1.04,1.7,1,1,1.0,0,0,Normal
0.975,0.95,0.8,1,1,0.99,0,0,Normal
0.954,1.02,0.5,1,1,0.95,0,0,Normal
0.936,0.97,1.3,1,1,0.95,0,0,Normal
0.932,0.95,0.2,1,1,0.94,0,0,Normal
0.869,0.97,1.3,1,1,0.93,0,0,Normal
